utt	orth
la16.cha_1171	there .
la16.cha_1172	oh .
la16.cha_1173	yes .
la16.cha_1174	you don't know ?
la16.cha_1175	you know you're in the bath+room .
la16.cha_1176	yes you do .
la16.cha_1177	&mm ?
la16.cha_1178	you know you're in the bath+room .
la16.cha_1179	&eh ?
la16.cha_1180	mummie get the bath ready .
la16.cha_1181	oh dear .
la16.cha_1182	oh dear .
la16.cha_1183	mummie get the bath ready .
la16.cha_1184	hello .
la16.cha_1185	hello .
la16.cha_1186	hello .
la16.cha_1187	that's a great big smile .
la16.cha_1188	a great big smile .
la16.cha_1189	&mm ?
la16.cha_1190	where are we going ?
la16.cha_1191	where are we going ?
la16.cha_1192	&mm .
la16.cha_1193	in the tub &eh ?
la16.cha_1194	in the tub &eh ?
la16.cha_1195	get you a towel .
la16.cha_1196	here's your towel .
la16.cha_1197	nice clean towel for Hannah .
la16.cha_1198	nice clean towel for Hannah .
la16.cha_1199	o:h .
la16.cha_1200	that water was hot .
la16.cha_1201	&eh ?
la16.cha_1202	yes it was .
la16.cha_1203	o:h a nice deep bathie for Hannah .
la16.cha_1204	&mm ?
la16.cha_1205	Hannah likes her bath .
la16.cha_1206	&eh ?
la16.cha_1207	suppose now Mummy's said that you'll go and prove she's a liar &eh
la16.cha_1208	and scream in it .
la16.cha_1209	&mm ?
la16.cha_1210	oo eee !
la16.cha_1211	oo eee !
la16.cha_1212	hello .
la16.cha_1213	hello .
la16.cha_1214	kicking again .
la16.cha_1215	that's a girl .
la16.cha_1216	that's a girl .
la16.cha_1217	&mm ?
la16.cha_1218	&eh ?
la16.cha_1219	&mm ?
la16.cha_1220	hello .
la16.cha_1221	&eh ?
la16.cha_1222	&mm ?
la16.cha_1223	oh .
la16.cha_1224	what's Hannah looking at ?
la16.cha_1225	what's Hannah looking at ?
la16.cha_1226	the talc ?
la16.cha_1227	the talc ?
la16.cha_1228	whose bare bot [: butt's] that ?
la16.cha_1229	whose bare bot [: butt's] that ?
la16.cha_1230	&mm ?
la16.cha_1231	&eh ?
la16.cha_1232	whose bare bot [: butt's] that ?
la16.cha_1233	&mm .
la16.cha_1234	oh Mummy's girlie .
la16.cha_1235	mummie's girlie .
la16.cha_1236	&mm ?
la16.cha_1237	hello .
la16.cha_1238	what a big smile for your Mum .
la16.cha_1239	what a big smile .
la16.cha_1240	&mm .
la16.cha_1241	I bet Alan went back and told Hilda all about you .
la16.cha_1242	&eh ?
la16.cha_1243	all about Mummy and Daddy's little girl .
la16.cha_1244	I'm not so little now am I ?
la16.cha_1245	I'm not so little now am I ?
la16.cha_1246	&mm ?
la16.cha_1247	can Mummy clean your nosy please ?
la16.cha_1248	and I know you don't like this .
la16.cha_1249	hold still .
la16.cha_1250	hold still .
la16.cha_1251	&mm there's a good girl .
la16.cha_1252	there's a good girl .
la16.cha_1253	there's a good girl .
la16.cha_1254	there .
la16.cha_1255	are we going in the bath then ?
la16.cha_1256	are we going in the bath then ?
la16.cha_1257	are we ?
la16.cha_1258	whoo .
la16.cha_1259	hey ?
la16.cha_1260	yeah bet you wonder where you Dad is don't you ?
la16.cha_1261	(be)cause your Daddy usually baths you .
la16.cha_1262	&eh ?
la16.cha_1263	doesn't he ?
la16.cha_1264	&mm ?
la16.cha_1265	say come on Mum I want to get in the bath .
la16.cha_1266	so don't hold me for long .
la16.cha_1267	I want to jump on in that bath .
la16.cha_1268	come on I'm slipping away .
la16.cha_1269	I want to go in that bath .
la16.cha_1270	&eh ?
la16.cha_1271	&eh ?
la16.cha_1272	ready ?
la16.cha_1273	ready ?
la16.cha_1274	&mm ?
la16.cha_1275	what big smiles .
la16.cha_1276	what big smiles .
la16.cha_1277	&mm ?
la16.cha_1278	&eh ?
la16.cha_1279	&eh ?
la16.cha_1280	there .
la16.cha_1281	who's kicking ?
la16.cha_1282	who's kicking ?
la16.cha_1283	&eh ?
la16.cha_1284	&eh ?
la16.cha_1285	splash splash .
la16.cha_1286	Hannah splash .
la16.cha_1287	Hannah splash .
la16.cha_1288	yes .
la16.cha_1289	who's a clever girl then ?
la16.cha_1290	come on then .
la16.cha_1291	come on then .
la16.cha_1292	you blow bubbles and breathing so heavily ?
la16.cha_1293	&mm ?
la16.cha_1294	&mm ?
la16.cha_1295	hey ?
la16.cha_1296	Hannah ?
la16.cha_1297	&eh ?
la16.cha_1298	&eh ?
la16.cha_1299	&mm ?
la16.cha_1300	isn't that lovely ?
la16.cha_1301	&mm ?
la16.cha_1302	isn't that lovely ?
la16.cha_1303	say .
la16.cha_1304	mummie wash you .
la16.cha_1305	o:h whee .
la16.cha_1306	can Mummy wash under your big fat chin ?
la16.cha_1307	can Mummy wash under your big fat chin ?
la16.cha_1308	&mm ?
la16.cha_1309	no she can't can she ?
la16.cha_1310	there's a girl .
la16.cha_1311	Kickello .
la16.cha_1312	Kickello .
la16.cha_1313	there .
la16.cha_1314	isn't that nice ?
la16.cha_1315	&mm ?
la16.cha_1316	yes it is .
la16.cha_1317	&mm .
la16.cha_1318	&mm .
la16.cha_1319	good girl .
la16.cha_1320	yes Hannah splash .
la16.cha_1321	(be)cause Hannah likes to splash .
la16.cha_1322	&mm .
la16.cha_1323	oh .
la16.cha_1324	splish splish splosh [: splash] splish .
la16.cha_1325	whee .
la16.cha_1326	swim swim .
la16.cha_1327	swim swim .
la16.cha_1328	swim swim .
la16.cha_1329	&eh ?
la16.cha_1330	swim swim .
la16.cha_1331	&mm ?
la16.cha_1332	oh .
la16.cha_1333	isn't that nice ?
la16.cha_1334	I'm swimming .
la16.cha_1335	I'm swimming .
la16.cha_1336	I'm swimming .
la16.cha_1337	&mm ?
la16.cha_1338	splash .
la16.cha_1339	splish .
la16.cha_1340	splushosplogs [: splash] .
la16.cha_1341	&eh ?
la16.cha_1342	whee .
la16.cha_1343	whee .
la16.cha_1344	whee .
la16.cha_1345	&mm ?
la16.cha_1346	I say you going to be a good girl for Mummy tonight ?
la16.cha_1347	are you ?
la16.cha_1348	you going to sleep ?
la16.cha_1349	&eh ?
la16.cha_1350	are you ?
la16.cha_1351	are you going to be a good girl for your Mummy tonight and go to
la16.cha_1352	&eh ?
la16.cha_1353	not a half past nine job again ?
la16.cha_1354	&mm ?
la16.cha_1355	did you say yes then ?
la16.cha_1356	did you say yes then ?
la16.cha_1357	&eh ?
la16.cha_1358	miss Tubby_the_tuba .
la16.cha_1359	miss Tubby_the_tuba .
la16.cha_1360	hey wait till you're by the seaside .
la16.cha_1361	you know I think you'll like the sea won't you ?
la16.cha_1362	and I think you'll like the swimming baths when Mummy and Daddy
la16.cha_1363	whee whee hoho .
la16.cha_1364	oh what a big laugh .
la16.cha_1365	or smile .
la16.cha_1366	where's all that noise gone ?
la16.cha_1367	&eh ?
la16.cha_1368	&mm ?
la16.cha_1369	what are you thinking ?
la16.cha_1370	what are you thinking ?
la16.cha_1371	&eh ?
la16.cha_1372	what's Hannah thinking ?
la16.cha_1373	mummie's here .
la16.cha_1374	what's Hannah thinking ?
la16.cha_1375	what's Hannah thinking ?
la16.cha_1376	tell Mummy .
la16.cha_1377	tell Mummy .
la16.cha_1378	&mm ?
la16.cha_1379	whee .
la16.cha_1380	whee .
la16.cha_1381	whee .
la16.cha_1382	Natasha's by the seaside isn't she ?
la16.cha_1383	but a long way away .
la16.cha_1384	a long way away she went in a big aeroplane .
la16.cha_1385	&mm .
la16.cha_1386	bet she'll be splish splosh [: splash] splashing .
la16.cha_1387	&eh ?
la16.cha_1388	whoo .
la16.cha_1389	whee .
la16.cha_1390	whee .
la16.cha_1391	come on then .
la16.cha_1392	pull the plug out .
la16.cha_1393	shake the drips off Hannah .
la16.cha_1394	oh there's a girl .
la16.cha_1395	good girl .
la16.cha_1396	good girl for Mum .
la16.cha_1397	rub_a_dub_dub now .
la16.cha_1398	Hannah's been in the tub .
la16.cha_1399	Hannah's been in the tub .
la16.cha_1400	&mm ?
la16.cha_1401	rub Hannah dry now .
la16.cha_1402	hey ?
la16.cha_1403	rub Hannah dry now .
la16.cha_1404	oh .
la16.cha_1405	there's a girl .
la16.cha_1406	&mm ?
la16.cha_1407	hey that's a noise going down the plug the water going down the
la16.cha_1408	what a noise say Mummy .
la16.cha_1409	&mm ?
la16.cha_1410	&mm ?
la16.cha_1411	&eh ?
la16.cha_1412	kicking .
la16.cha_1413	mummie must cut your toenails .
la16.cha_1414	&mm ?
la16.cha_1415	yes she must and you won't like that either will you ?
la16.cha_1416	she won't do them tonight let's dry your hair .
la16.cha_1417	dry your hair .
la16.cha_1418	&mm ?
la16.cha_1419	&eh ?
la16.cha_1420	&eh ?
la16.cha_1421	you trying to kick Mummy out the way ?
la16.cha_1422	why you trying to kick your Mum out the way ?
la16.cha_1423	&mm ?
la16.cha_1424	dry those ears .
la16.cha_1425	dry those ears .
la16.cha_1426	&mm ?
la16.cha_1427	o:h .
la16.cha_1428	&a:h .
la16.cha_1429	you're shunting along aren't you ?
la16.cha_1430	mummie wash your face .
la16.cha_1431	&mm ?
la16.cha_1432	&mm .
la16.cha_1433	no don't cover your face up Mummy wants to get to it .
la16.cha_1434	&mm ?
la16.cha_1435	clean those ears .
la16.cha_1436	there's a girl .
la16.cha_1437	other one .
la16.cha_1438	there .
la16.cha_1439	mummie's girl ?
la16.cha_1440	o:h .
la16.cha_1441	o:h .
la16.cha_1442	&mm ?
la16.cha_1443	let's put some talc on .
la16.cha_1444	o:h make you smell beautiful .
la16.cha_1445	under your chinnie please .
la16.cha_1446	there's a girl .
la16.cha_1447	under your arms so big .
la16.cha_1448	so big Hannah .
la16.cha_1449	there .
la16.cha_1450	o:h o:h o:h o:h .
la16.cha_1451	&a:h &a:h .
la16.cha_1452	beebo@i .
la16.cha_1453	beebo@i .
la16.cha_1454	beebo@i .
la16.cha_1455	peekaboo .
la16.cha_1456	beebo@i .
la16.cha_1457	beebo@i .
la16.cha_1458	&mm ?
la16.cha_1459	&mm ?
la16.cha_1460	who's getting excited ?
la16.cha_1461	who's getting excited ?
la16.cha_1462	Hannah ?
la16.cha_1463	Hannah ?
la16.cha_1464	hey ?
la16.cha_1465	hey ?
la16.cha_1466	&mm ?
la16.cha_1467	rubbers on .
la16.cha_1468	rubbers on .
la16.cha_1469	one .
la16.cha_1470	two .
la16.cha_1471	three .
la16.cha_1472	one .
la16.cha_1473	two .
la16.cha_1474	three poppers .
la16.cha_1475	talc on my toes please Mum .
la16.cha_1476	there we go .
la16.cha_1477	o:h I smell beautiful .
la16.cha_1478	on ya tum(my) then .
la16.cha_1479	yes .
la16.cha_1480	yes .
la16.cha_1481	yes .
la16.cha_1482	on your tummy .
la16.cha_1483	mummie put some talc on your back .
la16.cha_1484	rub it in .
la16.cha_1485	there we go .
la16.cha_1486	let's brush this long locks and this bald patch at the back .
la16.cha_1487	hey you are going red aren't you ?
la16.cha_1488	gonna be like your Mum ?
la16.cha_1489	you gonna be like your Mum ?
la16.cha_1490	&eh ?
la16.cha_1491	I wonder if you are .
la16.cha_1492	oh .
la16.cha_1493	there .
la16.cha_1494	&mm ?
la16.cha_1495	who looks beautiful ?
la16.cha_1496	who looks beautiful ?
la16.cha_1497	with her hair all lovely and brushed .
la16.cha_1498	in the sunlight nice and golden .
la16.cha_1499	there .
la16.cha_1500	&mm ?
la16.cha_1501	&mm ?
la16.cha_1502	all nice and dry I am .
la16.cha_1503	all nice and dry .
la16.cha_1504	rolly over .
la16.cha_1505	let's put your vesty on .
la16.cha_1506	there .
la16.cha_1507	&mm ?
la16.cha_1508	put your vesty on .
la16.cha_1509	alright darling that's somebody at the door Mummy won't be a minute
la16.cha_1510	won't be a minute sweetheart .
la16.cha_1511	mummie's back .
la16.cha_1512	oh darling .
la16.cha_1513	that was Julie she wanted her ball back .
la16.cha_1514	I know .
la16.cha_1515	oh did that upset you Mummy leaving ?
la16.cha_1516	but you was crying when Mummy came back .
la16.cha_1517	oh you've been so good .
la16.cha_1518	oh .
la16.cha_1519	that's not a cry .
la16.cha_1520	that's not a cry .
la16.cha_1521	no .
la16.cha_1522	no .
la16.cha_1523	&mm ?
la16.cha_1524	o:h .
la16.cha_1525	I know you don't like your Babygro going on .
la16.cha_1526	do you ?
la16.cha_1527	no .
la16.cha_1528	&mm ?
la16.cha_1529	&mm ?
la16.cha_1530	o:h oh oh .
la16.cha_1531	and I'm hungry Mum .
la16.cha_1532	and I'm hungry Mum .
la16.cha_1533	and I wish you'd hurry up .
la16.cha_1534	and I wish you'd hurry up .
la16.cha_1535	what ?
la16.cha_1536	what is it ?
la16.cha_1537	what is it sweetheart ?
la16.cha_1538	what is it ?
la16.cha_1539	what is it darling ?
la16.cha_1540	I know you've got such a fat chinnie and you don't like that being
la16.cha_1541	but .
la16.cha_1542	oh dear dear dear dear dear dear dear dear dear me .
la16.cha_1543	Hannah .
la16.cha_1544	oo eee .
la16.cha_1545	mummie's girl .
la16.cha_1546	hello .
la16.cha_1547	hello .
la16.cha_1548	hello .
la16.cha_1549	hello .
la16.cha_1550	oggle .
la16.cha_1551	oggle .
la16.cha_1552	oh dear .
la16.cha_1553	do you know something ?
la16.cha_1554	do you know something ?
la16.cha_1555	Hannah .
la16.cha_1556	we've finished .
la16.cha_1557	we've finished .
la16.cha_1558	we've finished .
la16.cha_1559	and do you know when we get downstairs .
la16.cha_1560	and do you know when we get downstairs .
la16.cha_1561	you're going to have some more nosh nosh .
la16.cha_1562	&eh ?
la16.cha_1563	&eh ?
la16.cha_1564	&mm ?
la16.cha_1565	&mm .
la16.cha_1566	alright .
la16.cha_1567	&mm ?
la16.cha_1568	alright .
la16.cha_1569	&eh ?
la16.cha_1570	&mm ?
la16.cha_1571	here we go .
la16.cha_1572	oh .
la16.cha_1573	what is it ?
la16.cha_1574	what is it ?
la16.cha_1575	o:h there's a good girl .
la16.cha_1576	come on then .
la16.cha_1577	o:h .
la16.cha_1578	there .
la16.cha_1579	beautiful ?
la16.cha_1580	there's a good girl .
la16.cha_1581	&mm ?
la16.cha_1582	&eh ?
la16.cha_1583	there .
la16.cha_1584	that's better isn't it ?
la16.cha_1585	that's better isn't it ?
la16.cha_1586	&mm ?
la16.cha_1587	is that better ?
la16.cha_1588	making a noise aren't we grunting away ?
la16.cha_1589	&mm ?
la16.cha_1590	hey Madame .
la16.cha_1591	&mm ?
la16.cha_1592	what a noise .
la16.cha_1593	what a noise .
la16.cha_1594	wish you could do some of that ironing for Mummy .
la16.cha_1595	&mm ?
la16.cha_1596	you full of wind darling ?
la16.cha_1597	&eh ?
la16.cha_1598	let's have a windy .
la16.cha_1599	&mm ?
la16.cha_1600	&eh ?
la16.cha_1601	come on then .
la16.cha_1602	come on then .
la16.cha_1603	are you snorting ?
la16.cha_1604	Hannah ?
la16.cha_1605	mummie's still waiting for a windy and you've gone fast asleep fast
la16.cha_1606	&mm ?
la16.cha_1607	come on .
la16.cha_1608	come on .
la16.cha_1609	&mm ?
la16.cha_1610	come on Hannah .
la16.cha_1611	come on sweetheart .
la16.cha_1612	there must be a big windy somewhere .
la16.cha_1613	mummie's sitting reading the paper while you snoozing away .
la16.cha_1614	&mm ?
la16.cha_1615	come on .
la16.cha_1616	come on darling .
la16.cha_1617	&mm ?
la16.cha_1618	come on .
la16.cha_1619	can we have a big burps please ?
la16.cha_1620	a big windy ?
la16.cha_1621	&eh ?
la16.cha_1622	&eh ?
la16.cha_1623	&mm ?
la16.cha_1624	&eh Mummy's tired too .
la16.cha_1625	&mm ?
la16.cha_1626	come on .
la16.cha_1627	come on .
la16.cha_1628	come on .
la16.cha_1629	come on sweetheart .
la16.cha_1630	good girl .
la16.cha_1631	good girl .
la16.cha_1632	hello .
la16.cha_1633	hello darling .
la16.cha_1634	there's a lovely smile for Mummy .
la16.cha_1635	&mm ?
la16.cha_1636	&mm ?
la16.cha_1637	&mm ?
la16.cha_1638	you going to have some more now that you've done that ?
la16.cha_1639	and woken up a little bit ?
la16.cha_1640	&mm ?
la16.cha_1641	hey ?
la16.cha_1642	come on then .
la16.cha_1643	come on then .
la16.cha_1644	there's a girl .
la16.cha_1645	good girlie .
la16.cha_1646	there .
la16.cha_1647	hey .
la16.cha_1648	you've just had a nice feed and a big windy .
la16.cha_1649	&mm why d(o) you make that noise ?
la16.cha_1650	&eh ?
la16.cha_1651	&mm ?
la16.cha_1652	alright .
la16.cha_1653	&eh ?
la16.cha_1654	hello darling .
la16.cha_1655	mummie's girl's tired .
la16.cha_1656	I know .
la16.cha_1657	alright .
la16.cha_1658	hey ?
la16.cha_1659	&eh ?
la16.cha_1660	it's alright sweetheart .
la16.cha_1661	&mm ?
la16.cha_1662	&eh ?
la16.cha_1663	and Mummy's girl's a tired girlie .
la16.cha_1664	oh there's the telephone now .
la16.cha_1665	&eh ?
la16.cha_1666	who do you reckon ?
la16.cha_1667	&eh ?
la16.cha_1668	who do you reckon ?
la16.cha_1669	&mm ?
la16.cha_1670	shan't be a minute .
la16.cha_1671	you sit nicely .
la16.cha_1672	oh yes I knew that would happen .
la16.cha_1673	&mm .
la16.cha_1674	yes .
la16.cha_1675	o:h spit it out .
la16.cha_1676	spit it out .
la16.cha_1677	&eh ?
la16.cha_1678	right .
la16.cha_1679	mummie be two seconds .
la16.cha_1680	two seconds .
la16.cha_1681	alright Mummy's here .
la16.cha_1682	hello .
la16.cha_1683	&mm ?
la16.cha_1684	mummie having her tea .
la16.cha_1685	come lunch .
la16.cha_1686	&mm ?
la16.cha_1687	you a good girl when Mummy went and got the washing .
la16.cha_1688	hello .
la16.cha_1689	oh .
la16.cha_1690	hello .
la16.cha_1691	who's a good girl ?
la16.cha_1692	mummie's girlie ?
la16.cha_1693	&mm ?
la16.cha_1694	who's a tired girlie ?
la16.cha_1695	Hannah ?
la16.cha_1696	&mm ?
la16.cha_1697	hello .
la16.cha_1698	that's a big smile .
la16.cha_1699	&mm ?
la16.cha_1700	hello .
la16.cha_1701	oh darling .
la16.cha_1702	mummie cuddle you in a minute .
la16.cha_1703	&mm ?
la16.cha_1704	you've just had your supper .
la16.cha_1705	&mm ?
la16.cha_1706	and wasn't your supper nice ?
la16.cha_1707	&mm .
la16.cha_1708	there's a girl .
la16.cha_1709	&mm .
la16.cha_1710	&mm .
la16.cha_1711	go on .
la16.cha_1712	and some more .
la16.cha_1713	and some more .
la16.cha_1714	&mm .
la16.cha_1715	oh yes .
la16.cha_1716	&mm .
la16.cha_1717	&mm .
la16.cha_1718	&mm .
la16.cha_1719	hello .
la16.cha_1720	o:h o:h .
la16.cha_1721	who's that ?
la16.cha_1722	yes .
la16.cha_1723	you know who it is look at you .
la16.cha_1724	&mm ?
la16.cha_1725	&mm ?
la16.cha_1726	Donald ?
la16.cha_1727	it's the door again Hannah .
la16.cha_1728	all these people coming to the door tonight .
la16.cha_1729	hey ?
la16.cha_1730	thank_you .
la16.cha_1731	thank_you .
la16.cha_1732	thank_you .
la16.cha_1733	&mm ?
la16.cha_1734	hey .
la16.cha_1735	hey .
la16.cha_1736	what a big stretch .
la16.cha_1737	I know .
la16.cha_1738	&mm ?
la16.cha_1739	alright darling .
la16.cha_1740	that was the door again .
la16.cha_1741	that was Gary coming for his sponsor money .
la16.cha_1742	yes it was .
la16.cha_1743	&mm ?
la16.cha_1744	alright darling .
la16.cha_1745	alright .
la16.cha_1746	alright sweetheart .
la16.cha_1747	alright Treas .
la16.cha_1748	there's a girl .
la16.cha_1749	&mm ?
la16.cha_1750	mummie hasn't finished her tea yet when she finishes it +...
la16.cha_1751	she'll be able to have a cuddle with you .
la16.cha_1752	and then I think we'll put you to bed tonight (be)cause you're a
la16.cha_1753	&mm ?
la16.cha_1754	hello .
la16.cha_1755	alright darling .
la16.cha_1756	hello .
la16.cha_1757	&mm .
la16.cha_1758	&mm .
la16.cha_1759	&mm .
la16.cha_1760	&mm ?
la16.cha_1761	are we having a right little talk now ?
la16.cha_1762	&mm ?
la16.cha_1763	are you talking to yourself ?
la16.cha_1764	&mm ?
la16.cha_1765	&eh ?
la16.cha_1766	hello .
la16.cha_1767	hello .
la16.cha_1768	that's right stop talking now Mummy's talking to you .
la16.cha_1769	&mm ?
la16.cha_1770	you wait till you're eating salad like Mummy .
la16.cha_1771	&mm ?
